Year,Race,No,Driver,Car,Pos (race),Points,Pos (qualifying),AvgAirTemp,AvgHumidity,AvgPressure,TotalRainfall,AvgTrackTemp,AvgWindDirection,AvgWindSpeed,Name
2023,Azerbaijan,18,1.0,1.9,7,6,9,24.86,49.22,1008.65,0,41.21,125.69,1.08,Lance Stroll STR
2023,Azerbaijan,11,1.3,1.8,1,25,2,24.86,49.22,1008.65,0,41.21,125.69,1.08,Sergio Perez PER
2023,Azerbaijan,55,1.6,1.6,5,10,5,24.86,49.22,1008.65,0,41.21,125.69,1.08,Carlos Sainz SAI
2023,Azerbaijan,31,1.4,1.2,15,0,13,24.86,49.22,1008.65,0,41.21,125.69,1.08,Esteban Ocon OCO
2023,Azerbaijan,27,1.1,1.6,17,0,12,24.86,49.22,1008.65,0,41.21,125.69,1.08,Nico Hulkenberg HUL
2023,Azerbaijan,77,1.5,1.6,18,0,17,24.86,49.22,1008.65,0,41.21,125.69,1.08,Valtteri Bottas BOT
2023,Azerbaijan,24,0.9,1.6,19,0,16,24.86,49.22,1008.65,0,41.21,125.69,1.08,Zhou Guanyu ZHO
2023,Azerbaijan,10,1.4,1.2,14,0,19,24.86,49.22,1008.65,0,41.21,125.69,1.08,Pierre Gasly GAS
2023,Azerbaijan,23,1.2,1.9,12,0,7,24.86,49.22,1008.65,0,41.21,125.69,1.08,Alexander Albon ALB
2023,Miami,11,1.3,1.8,2,18,1,27.12,59.43,1018.38,0,36.69,135.54,3.97,Sergio Perez PER
2023,Miami,1,2.1,1.8,1,26,9,27.12,59.43,1018.38,0,36.69,135.54,3.97,Max Verstappen VER
2023,Miami,63,1.8,1.9,4,12,6,27.12,59.43,1018.38,0,36.69,135.54,3.97,George Russell RUS
2023,Miami,31,1.4,1.2,9,2,8,27.12,59.43,1018.38,0,36.69,135.54,3.97,Esteban Ocon OCO
2023,Miami,10,1.4,1.2,8,4,5,27.12,59.43,1018.38,0,36.69,135.54,3.97,Pierre Gasly GAS
2023,Miami,14,1.2,1.9,3,15,2,27.12,59.43,1018.38,0,36.69,135.54,3.97,Fernando Alonso ALO
2023,Miami,20,1.0,1.6,10,1,4,27.12,59.43,1018.38,0,36.69,135.54,3.97,Kevin Magnussen MAG
2023,Miami,22,1.0,1.7,11,0,17,27.12,59.43,1018.38,0,36.69,135.54,3.97,Yuki Tsunoda TSU
2023,Miami,18,1.0,1.9,12,0,18,27.12,59.43,1018.38,0,36.69,135.54,3.97,Lance Stroll STR
2023,Miami,77,1.5,1.6,13,0,10,27.12,59.43,1018.38,0,36.69,135.54,3.97,Valtteri Bottas BOT
2023,Miami,23,1.2,1.9,14,0,11,27.12,59.43,1018.38,0,36.69,135.54,3.97,Alexander Albon ALB
2023,Miami,27,1.1,1.6,15,0,12,27.12,59.43,1018.38,0,36.69,135.54,3.97,Nico Hulkenberg HUL
2023,Miami,24,0.9,1.6,16,0,14,27.12,59.43,1018.38,0,36.69,135.54,3.97,Zhou Guanyu ZHO
2023,Miami,4,1.6,1.9,17,0,16,27.12,59.43,1018.38,0,36.69,135.54,3.97,Lando Norris NOR
2023,Miami,55,1.6,1.6,5,10,3,27.12,59.43,1018.38,0,36.69,135.54,3.97,Carlos Sainz SAI
2023,Miami,16,1.7,1.6,7,6,7,27.12,59.43,1018.38,0,36.69,135.54,3.97,Charles Leclerc LEC
2023,Miami,44,2.2,1.9,6,8,13,27.12,59.43,1018.38,0,36.69,135.54,3.97,Lewis Hamilton HAM
2023,Monaco,24,0.9,1.6,13,0,19,25.07,45.86,1013.36,26,39.26,143.01,1.01,Zhou Guanyu ZHO
2023,Monaco,23,1.2,1.9,14,0,13,25.07,45.86,1013.36,26,39.26,143.01,1.01,Alexander Albon ALB
2023,Monaco,22,1.0,1.7,15,0,9,25.07,45.86,1013.36,26,39.26,143.01,1.01,Yuki Tsunoda TSU
2023,Monaco,11,1.3,1.8,16,0,20,25.07,45.86,1013.36,26,39.26,143.01,1.01,Sergio Perez PER
2023,Monaco,27,1.1,1.6,17,0,18,25.07,45.86,1013.36,26,39.26,143.01,1.01,Nico Hulkenberg HUL
2023,Monaco,20,1.0,1.6,19,0,17,25.07,45.86,1013.36,26,39.26,143.01,1.01,Kevin Magnussen MAG
2023,Monaco,18,1.0,1.9,20,0,14,25.07,45.86,1013.36,26,39.26,143.01,1.01,Lance Stroll STR
2023,Monaco,77,1.5,1.6,11,0,15,25.07,45.86,1013.36,26,39.26,143.01,1.01,Valtteri Bottas BOT
2023,Monaco,14,1.2,1.9,2,18,2,25.07,45.86,1013.36,26,39.26,143.01,1.01,Fernando Alonso ALO
2023,Monaco,1,2.1,1.8,1,25,1,25.07,45.86,1013.36,26,39.26,143.01,1.01,Max Verstappen VER
2023,Monaco,4,1.6,1.9,9,2,10,25.07,45.86,1013.36,26,39.26,143.01,1.01,Lando Norris NOR
2023,Monaco,55,1.6,1.6,8,4,5,25.07,45.86,1013.36,26,39.26,143.01,1.01,Carlos Sainz SAI
2023,Monaco,10,1.4,1.2,7,6,7,25.07,45.86,1013.36,26,39.26,143.01,1.01,Pierre Gasly GAS
2023,Monaco,44,2.2,1.9,4,13,6,25.07,45.86,1013.36,26,39.26,143.01,1.01,Lewis Hamilton HAM
2023,Monaco,31,1.4,1.2,3,15,4,25.07,45.86,1013.36,26,39.26,143.01,1.01,Esteban Ocon OCO
2023,Monaco,16,1.7,1.6,6,8,3,25.07,45.86,1013.36,26,39.26,143.01,1.01,Charles Leclerc LEC
2023,Monaco,63,1.8,1.9,5,10,8,25.07,45.86,1013.36,26,39.26,143.01,1.01,George Russell RUS
2023,Spain,31,1.4,1.2,8,4,7,22.67,63.08,1001.09,0,33.84,132.64,1.87,Esteban Ocon OCO
2023,Spain,1,2.1,1.8,1,26,1,22.67,63.08,1001.09,0,33.84,132.64,1.87,Max Verstappen VER
2023,Spain,44,2.2,1.9,2,18,5,22.67,63.08,1001.09,0,33.84,132.64,1.87,Lewis Hamilton HAM
2023,Spain,63,1.8,1.9,3,15,12,22.67,63.08,1001.09,0,33.84,132.64,1.87,George Russell RUS
2023,Spain,11,1.3,1.8,4,12,11,22.67,63.08,1001.09,0,33.84,132.64,1.87,Sergio Perez PER
2023,Spain,55,1.6,1.6,5,10,2,22.67,63.08,1001.09,0,33.84,132.64,1.87,Carlos Sainz SAI
2023,Spain,18,1.0,1.9,6,8,6,22.67,63.08,1001.09,0,33.84,132.64,1.87,Lance Stroll STR
2023,Spain,14,1.2,1.9,7,6,9,22.67,63.08,1001.09,0,33.84,132.64,1.87,Fernando Alonso ALO
2023,Spain,24,0.9,1.6,9,2,13,22.67,63.08,1001.09,0,33.84,132.64,1.87,Zhou Guanyu ZHO
2023,Spain,77,1.5,1.6,19,0,16,22.67,63.08,1001.09,0,33.84,132.64,1.87,Valtteri Bottas BOT
2023,Spain,20,1.0,1.6,18,0,17,22.67,63.08,1001.09,0,33.84,132.64,1.87,Kevin Magnussen MAG
2023,Spain,4,1.6,1.9,17,0,3,22.67,63.08,1001.09,0,33.84,132.64,1.87,Lando Norris NOR
2023,Spain,23,1.2,1.9,16,0,18,22.67,63.08,1001.09,0,33.84,132.64,1.87,Alexander Albon ALB
2023,Spain,27,1.1,1.6,15,0,8,22.67,63.08,1001.09,0,33.84,132.64,1.87,Nico Hulkenberg HUL
2023,Spain,22,1.0,1.7,12,0,15,22.67,63.08,1001.09,0,33.84,132.64,1.87,Yuki Tsunoda TSU
2023,Spain,16,1.7,1.6,11,0,19,22.67,63.08,1001.09,0,33.84,132.64,1.87,Charles Leclerc LEC
2023,Spain,10,1.4,1.2,10,1,4,22.67,63.08,1001.09,0,33.84,132.64,1.87,Pierre Gasly GAS
2023,Canada,77,1.5,1.6,10,1,15,18.53,63.9,1011.55,0,30.59,314.13,1.94,Valtteri Bottas BOT
2023,Canada,20,1.0,1.6,17,0,14,18.53,63.9,1011.55,0,30.59,314.13,1.94,Kevin Magnussen MAG
2023,Canada,10,1.4,1.2,12,0,17,18.53,63.9,1011.55,0,30.59,314.13,1.94,Pierre Gasly GAS
2023,Canada,18,1.0,1.9,9,2,13,18.53,63.9,1011.55,0,30.59,314.13,1.94,Lance Stroll STR
2023,Canada,4,1.6,1.9,13,0,7,18.53,63.9,1011.55,0,30.59,314.13,1.94,Lando Norris NOR
2023,Canada,27,1.1,1.6,15,0,2,18.53,63.9,1011.55,0,30.59,314.13,1.94,Nico Hulkenberg HUL
2023,Canada,24,0.9,1.6,16,0,20,18.53,63.9,1011.55,0,30.59,314.13,1.94,Zhou Guanyu ZHO
2023,Canada,63,1.8,1.9,19,0,5,18.53,63.9,1011.55,0,30.59,314.13,1.94,George Russell RUS
2023,Canada,31,1.4,1.2,8,4,6,18.53,63.9,1011.55,0,30.59,314.13,1.94,Esteban Ocon OCO
2023,Canada,22,1.0,1.7,14,0,16,18.53,63.9,1011.55,0,30.59,314.13,1.94,Yuki Tsunoda TSU
2023,Canada,11,1.3,1.8,6,9,12,18.53,63.9,1011.55,0,30.59,314.13,1.94,Sergio Perez PER
2023,Canada,23,1.2,1.9,7,6,10,18.53,63.9,1011.55,0,30.59,314.13,1.94,Alexander Albon ALB
2023,Canada,16,1.7,1.6,4,12,11,18.53,63.9,1011.55,0,30.59,314.13,1.94,Charles Leclerc LEC
2023,Canada,44,2.2,1.9,3,15,4,18.53,63.9,1011.55,0,30.59,314.13,1.94,Lewis Hamilton HAM
2023,Canada,14,1.2,1.9,2,18,3,18.53,63.9,1011.55,0,30.59,314.13,1.94,Fernando Alonso ALO
2023,Canada,1,2.1,1.8,1,25,1,18.53,63.9,1011.55,0,30.59,314.13,1.94,Max Verstappen VER
2023,Canada,55,1.6,1.6,5,10,8,18.53,63.9,1011.55,0,30.59,314.13,1.94,Carlos Sainz SAI
2023,Austria,10,1.4,1.2,10,1,12,22.4,52.05,934.02,3,32.05,124.56,1.1,Pierre Gasly GAS
2023,Austria,23,1.2,1.9,11,0,11,22.4,52.05,934.02,3,32.05,124.56,1.1,Alexander Albon ALB
2023,Austria,24,0.9,1.6,12,0,16,22.4,52.05,934.02,3,32.05,124.56,1.1,Zhou Guanyu ZHO
2023,Austria,31,1.4,1.2,14,0,9,22.4,52.05,934.02,3,32.05,124.56,1.1,Esteban Ocon OCO
2023,Austria,77,1.5,1.6,15,0,19,22.4,52.05,934.02,3,32.05,124.56,1.1,Valtteri Bottas BOT
2023,Austria,20,1.0,1.6,18,0,10,22.4,52.05,934.02,3,32.05,124.56,1.1,Kevin Magnussen MAG
2023,Austria,22,1.0,1.7,19,0,13,22.4,52.05,934.02,3,32.05,124.56,1.1,Yuki Tsunoda TSU
2023,Austria,1,2.1,1.8,1,26,1,22.4,52.05,934.02,3,32.05,124.56,1.1,Max Verstappen VER
2023,Austria,11,1.3,1.8,3,15,2,22.4,52.05,934.02,3,32.05,124.56,1.1,Sergio Perez PER
2023,Austria,27,1.1,1.6,20,0,4,22.4,52.05,934.02,3,32.05,124.56,1.1,Nico Hulkenberg HUL
2023,Austria,4,1.6,1.9,4,12,3,22.4,52.05,934.02,3,32.05,124.56,1.1,Lando Norris NOR
2023,Austria,14,1.2,1.9,5,10,7,22.4,52.05,934.02,3,32.05,124.56,1.1,Fernando Alonso ALO
2023,Austria,55,1.6,1.6,6,8,5,22.4,52.05,934.02,3,32.05,124.56,1.1,Carlos Sainz SAI
2023,Austria,63,1.8,1.9,7,6,15,22.4,52.05,934.02,3,32.05,124.56,1.1,George Russell RUS
2023,Austria,44,2.2,1.9,8,4,18,22.4,52.05,934.02,3,32.05,124.56,1.1,Lewis Hamilton HAM
2023,Austria,18,1.0,1.9,9,2,8,22.4,52.05,934.02,3,32.05,124.56,1.1,Lance Stroll STR
2023,Austria,16,1.7,1.6,2,18,6,22.4,52.05,934.02,3,32.05,124.56,1.1,Charles Leclerc LEC
2023,Great Britain,31,1.4,1.2,19,0,13,21.47,56.19,1001.23,0,30.94,205.4,3.02,Esteban Ocon OCO
2023,Great Britain,20,1.0,1.6,19,0,19,21.47,56.19,1001.23,0,30.94,205.4,3.02,Kevin Magnussen MAG
2023,Great Britain,10,1.4,1.2,18,0,10,21.47,56.19,1001.23,0,30.94,205.4,3.02,Pierre Gasly GAS
2023,Great Britain,22,1.0,1.7,16,0,16,21.47,56.19,1001.23,0,30.94,205.4,3.02,Yuki Tsunoda TSU
2023,Great Britain,18,1.0,1.9,14,0,12,21.47,56.19,1001.23,0,30.94,205.4,3.02,Lance Stroll STR
2023,Great Britain,1,2.1,1.8,1,26,1,21.47,56.19,1001.23,0,30.94,205.4,3.02,Max Verstappen VER
2023,Great Britain,4,1.6,1.9,2,18,2,21.47,56.19,1001.23,0,30.94,205.4,3.02,Lando Norris NOR
2023,Great Britain,44,2.2,1.9,3,15,7,21.47,56.19,1001.23,0,30.94,205.4,3.02,Lewis Hamilton HAM
2023,Great Britain,24,0.9,1.6,15,0,17,21.47,56.19,1001.23,0,30.94,205.4,3.02,Zhou Guanyu ZHO
2023,Great Britain,63,1.8,1.9,5,10,6,21.47,56.19,1001.23,0,30.94,205.4,3.02,George Russell RUS
2023,Great Britain,11,1.3,1.8,6,8,15,21.47,56.19,1001.23,0,30.94,205.4,3.02,Sergio Perez PER
2023,Great Britain,23,1.2,1.9,8,4,8,21.47,56.19,1001.23,0,30.94,205.4,3.02,Alexander Albon ALB
2023,Great Britain,16,1.7,1.6,9,2,4,21.47,56.19,1001.23,0,30.94,205.4,3.02,Charles Leclerc LEC
2023,Great Britain,55,1.6,1.6,10,1,5,21.47,56.19,1001.23,0,30.94,205.4,3.02,Carlos Sainz SAI
2023,Great Britain,77,1.5,1.6,12,0,20,21.47,56.19,1001.23,0,30.94,205.4,3.02,Valtteri Bottas BOT
2023,Great Britain,27,1.1,1.6,13,0,11,21.47,56.19,1001.23,0,30.94,205.4,3.02,Nico Hulkenberg HUL
2023,Great Britain,14,1.2,1.9,7,6,9,21.47,56.19,1001.23,0,30.94,205.4,3.02,Fernando Alonso ALO
2023,Hungary,20,1.0,1.6,17,0,19,28.81,32.8,988.4,0,48.58,174.54,1.44,Kevin Magnussen MAG
2023,Hungary,10,1.4,1.2,19,0,15,28.81,32.8,988.4,0,48.58,174.54,1.44,Pierre Gasly GAS
2023,Hungary,31,1.4,1.2,19,0,12,28.81,32.8,988.4,0,48.58,174.54,1.44,Esteban Ocon OCO
2023,Hungary,24,0.9,1.6,16,0,5,28.81,32.8,988.4,0,48.58,174.54,1.44,Zhou Guanyu ZHO
2023,Hungary,63,1.8,1.9,6,8,18,28.81,32.8,988.4,0,48.58,174.54,1.44,George Russell RUS
2023,Hungary,27,1.1,1.6,14,0,10,28.81,32.8,988.4,0,48.58,174.54,1.44,Nico Hulkenberg HUL
2023,Hungary,1,2.1,1.8,1,26,2,28.81,32.8,988.4,0,48.58,174.54,1.44,Max Verstappen VER
2023,Hungary,4,1.6,1.9,2,18,3,28.81,32.8,988.4,0,48.58,174.54,1.44,Lando Norris NOR
2023,Hungary,11,1.3,1.8,3,15,9,28.81,32.8,988.4,0,48.58,174.54,1.44,Sergio Perez PER
2023,Hungary,44,2.2,1.9,4,12,1,28.81,32.8,988.4,0,48.58,174.54,1.44,Lewis Hamilton HAM
2023,Hungary,16,1.7,1.6,7,6,6,28.81,32.8,988.4,0,48.58,174.54,1.44,Charles Leclerc LEC
2023,Hungary,55,1.6,1.6,8,4,11,28.81,32.8,988.4,0,48.58,174.54,1.44,Carlos Sainz SAI
2023,Hungary,18,1.0,1.9,10,1,14,28.81,32.8,988.4,0,48.58,174.54,1.44,Lance Stroll STR
2023,Hungary,23,1.2,1.9,11,0,16,28.81,32.8,988.4,0,48.58,174.54,1.44,Alexander Albon ALB
2023,Hungary,77,1.5,1.6,12,0,7,28.81,32.8,988.4,0,48.58,174.54,1.44,Valtteri Bottas BOT
2023,Hungary,3,1.0,1.7,13,0,13,28.81,32.8,988.4,0,48.58,174.54,1.44,Daniel Ricciardo RIC
2023,Hungary,14,1.2,1.9,9,2,8,28.81,32.8,988.4,0,48.58,174.54,1.44,Fernando Alonso ALO
2023,Hungary,22,1.0,1.7,15,0,17,28.81,32.8,988.4,0,48.58,174.54,1.44,Yuki Tsunoda TSU
2023,Belgium,10,1.4,1.2,11,0,6,17.87,61.93,966.63,11,28.24,130.05,1.59,Pierre Gasly GAS
2023,Belgium,27,1.1,1.6,18,0,20,17.87,61.93,966.63,11,28.24,130.05,1.59,Nico Hulkenberg HUL
2023,Belgium,3,1.0,1.7,16,0,11,17.87,61.93,966.63,11,28.24,130.05,1.59,Daniel Ricciardo RIC
2023,Belgium,20,1.0,1.6,15,0,18,17.87,61.93,966.63,11,28.24,130.05,1.59,Kevin Magnussen MAG
2023,Belgium,23,1.2,1.9,14,0,12,17.87,61.93,966.63,11,28.24,130.05,1.59,Alexander Albon ALB
2023,Belgium,24,0.9,1.6,13,0,19,17.87,61.93,966.63,11,28.24,130.05,1.59,Zhou Guanyu ZHO
2023,Belgium,77,1.5,1.6,12,0,17,17.87,61.93,966.63,11,28.24,130.05,1.59,Valtteri Bottas BOT
2023,Belgium,22,1.0,1.7,10,1,16,17.87,61.93,966.63,11,28.24,130.05,1.59,Yuki Tsunoda TSU
2023,Belgium,18,1.0,1.9,9,2,14,17.87,61.93,966.63,11,28.24,130.05,1.59,Lance Stroll STR
2023,Belgium,1,2.1,1.8,1,25,1,17.87,61.93,966.63,11,28.24,130.05,1.59,Max Verstappen VER
2023,Belgium,55,1.6,1.6,19,0,3,17.87,61.93,966.63,11,28.24,130.05,1.59,Carlos Sainz SAI
2023,Belgium,16,1.7,1.6,3,15,4,17.87,61.93,966.63,11,28.24,130.05,1.59,Charles Leclerc LEC
2023,Belgium,44,2.2,1.9,4,13,7,17.87,61.93,966.63,11,28.24,130.05,1.59,Lewis Hamilton HAM
2023,Belgium,14,1.2,1.9,5,10,15,17.87,61.93,966.63,11,28.24,130.05,1.59,Fernando Alonso ALO
2023,Belgium,11,1.3,1.8,2,18,8,17.87,61.93,966.63,11,28.24,130.05,1.59,Sergio Perez PER
2023,Belgium,4,1.6,1.9,7,6,5,17.87,61.93,966.63,11,28.24,130.05,1.59,Lando Norris NOR
2023,Belgium,31,1.4,1.2,8,4,9,17.87,61.93,966.63,11,28.24,130.05,1.59,Esteban Ocon OCO
2023,Belgium,63,1.8,1.9,6,8,10,17.87,61.93,966.63,11,28.24,130.05,1.59,George Russell RUS
2023,Netherlands,77,1.5,1.6,14,0,19,16.79,70.78,1007.82,48,24.94,173.24,2.82,Valtteri Bottas BOT
2023,Netherlands,3,1.0,1.7,20,0,20,16.79,70.78,1007.82,48,24.94,173.24,2.82,Daniel Ricciardo RIC
2023,Netherlands,16,1.7,1.6,18,0,9,16.79,70.78,1007.82,48,24.94,173.24,2.82,Charles Leclerc LEC
2023,Netherlands,24,0.9,1.6,18,0,16,16.79,70.78,1007.82,48,24.94,173.24,2.82,Zhou Guanyu ZHO
2023,Netherlands,63,1.8,1.9,17,0,3,16.79,70.78,1007.82,48,24.94,173.24,2.82,George Russell RUS
2023,Netherlands,20,1.0,1.6,16,0,18,16.79,70.78,1007.82,48,24.94,173.24,2.82,Kevin Magnussen MAG
2023,Netherlands,22,1.0,1.7,15,0,14,16.79,70.78,1007.82,48,24.94,173.24,2.82,Yuki Tsunoda TSU
2023,Netherlands,1,2.1,1.8,1,25,1,16.79,70.78,1007.82,48,24.94,173.24,2.82,Max Verstappen VER
2023,Netherlands,18,1.0,1.9,11,0,11,16.79,70.78,1007.82,48,24.94,173.24,2.82,Lance Stroll STR
2023,Netherlands,31,1.4,1.2,10,1,17,16.79,70.78,1007.82,48,24.94,173.24,2.82,Esteban Ocon OCO
2023,Netherlands,4,1.6,1.9,7,6,2,16.79,70.78,1007.82,48,24.94,173.24,2.82,Lando Norris NOR
2023,Netherlands,44,2.2,1.9,6,8,13,16.79,70.78,1007.82,48,24.94,173.24,2.82,Lewis Hamilton HAM
2023,Netherlands,55,1.6,1.6,5,10,6,16.79,70.78,1007.82,48,24.94,173.24,2.82,Carlos Sainz SAI
2023,Netherlands,11,1.3,1.8,4,12,7,16.79,70.78,1007.82,48,24.94,173.24,2.82,Sergio Perez PER
2023,Netherlands,10,1.4,1.2,3,15,12,16.79,70.78,1007.82,48,24.94,173.24,2.82,Pierre Gasly GAS
2023,Netherlands,14,1.2,1.9,2,19,5,16.79,70.78,1007.82,48,24.94,173.24,2.82,Fernando Alonso ALO
2023,Netherlands,27,1.1,1.6,12,0,15,16.79,70.78,1007.82,48,24.94,173.24,2.82,Nico Hulkenberg HUL
2023,Netherlands,23,1.2,1.9,8,4,4,16.79,70.78,1007.82,48,24.94,173.24,2.82,Alexander Albon ALB
2023,Italy,31,1.4,1.2,19,0,18,29.33,42.32,1000.56,0,42.93,179.27,1.14,Esteban Ocon OCO
2023,Italy,27,1.1,1.6,17,0,13,29.33,42.32,1000.56,0,42.93,179.27,1.14,Nico Hulkenberg HUL
2023,Italy,20,1.0,1.6,18,0,19,29.33,42.32,1000.56,0,42.93,179.27,1.14,Kevin Magnussen MAG
2023,Italy,18,1.0,1.9,16,0,20,29.33,42.32,1000.56,0,42.93,179.27,1.14,Lance Stroll STR
2023,Italy,10,1.4,1.2,15,0,17,29.33,42.32,1000.56,0,42.93,179.27,1.14,Pierre Gasly GAS
2023,Italy,24,0.9,1.6,14,0,16,29.33,42.32,1000.56,0,42.93,179.27,1.14,Zhou Guanyu ZHO
2023,Italy,77,1.5,1.6,10,1,14,29.33,42.32,1000.56,0,42.93,179.27,1.14,Valtteri Bottas BOT
2023,Italy,14,1.2,1.9,9,2,10,29.33,42.32,1000.56,0,42.93,179.27,1.14,Fernando Alonso ALO
2023,Italy,4,1.6,1.9,8,4,9,29.33,42.32,1000.56,0,42.93,179.27,1.14,Lando Norris NOR
2023,Italy,23,1.2,1.9,7,6,6,29.33,42.32,1000.56,0,42.93,179.27,1.14,Alexander Albon ALB
2023,Italy,44,2.2,1.9,6,8,8,29.33,42.32,1000.56,0,42.93,179.27,1.14,Lewis Hamilton HAM
2023,Italy,22,1.0,1.7,19,0,11,29.33,42.32,1000.56,0,42.93,179.27,1.14,Yuki Tsunoda TSU
2023,Italy,16,1.7,1.6,4,12,3,29.33,42.32,1000.56,0,42.93,179.27,1.14,Charles Leclerc LEC
2023,Italy,63,1.8,1.9,5,10,4,29.33,42.32,1000.56,0,42.93,179.27,1.14,George Russell RUS
2023,Italy,11,1.3,1.8,2,18,5,29.33,42.32,1000.56,0,42.93,179.27,1.14,Sergio Perez PER
2023,Italy,55,1.6,1.6,3,15,1,29.33,42.32,1000.56,0,42.93,179.27,1.14,Carlos Sainz SAI
2023,Italy,1,2.1,1.8,1,25,2,29.33,42.32,1000.56,0,42.93,179.27,1.14,Max Verstappen VER
2023,Singapore,23,1.2,1.9,11,0,14,29.84,72.03,1008.98,0,36.42,169.28,1.42,Alexander Albon ALB
2023,Singapore,24,0.9,1.6,12,0,19,29.84,72.03,1008.98,0,36.42,169.28,1.42,Zhou Guanyu ZHO
2023,Singapore,27,1.1,1.6,13,0,9,29.84,72.03,1008.98,0,36.42,169.28,1.42,Nico Hulkenberg HUL
2023,Singapore,14,1.2,1.9,15,0,7,29.84,72.03,1008.98,0,36.42,169.28,1.42,Fernando Alonso ALO
2023,Singapore,77,1.5,1.6,17,0,16,29.84,72.03,1008.98,0,36.42,169.28,1.42,Valtteri Bottas BOT
2023,Singapore,31,1.4,1.2,17,0,8,29.84,72.03,1008.98,0,36.42,169.28,1.42,Esteban Ocon OCO
2023,Singapore,22,1.0,1.7,17,0,15,29.84,72.03,1008.98,0,36.42,169.28,1.42,Yuki Tsunoda TSU
2023,Singapore,55,1.6,1.6,1,25,1,29.84,72.03,1008.98,0,36.42,169.28,1.42,Carlos Sainz SAI
2023,Singapore,18,1.0,1.9,20,0,20,29.84,72.03,1008.98,0,36.42,169.28,1.42,Lance Stroll STR
2023,Singapore,20,1.0,1.6,10,1,6,29.84,72.03,1008.98,0,36.42,169.28,1.42,Kevin Magnussen MAG
2023,Singapore,63,1.8,1.9,16,0,2,29.84,72.03,1008.98,0,36.42,169.28,1.42,George Russell RUS
2023,Singapore,4,1.6,1.9,2,18,4,29.84,72.03,1008.98,0,36.42,169.28,1.42,Lando Norris NOR
2023,Singapore,1,2.1,1.8,5,10,11,29.84,72.03,1008.98,0,36.42,169.28,1.42,Max Verstappen VER
2023,Singapore,11,1.3,1.8,8,4,13,29.84,72.03,1008.98,0,36.42,169.28,1.42,Sergio Perez PER
2023,Singapore,44,2.2,1.9,3,16,5,29.84,72.03,1008.98,0,36.42,169.28,1.42,Lewis Hamilton HAM
2023,Singapore,16,1.7,1.6,4,12,3,29.84,72.03,1008.98,0,36.42,169.28,1.42,Charles Leclerc LEC
2023,Singapore,10,1.4,1.2,6,8,12,29.84,72.03,1008.98,0,36.42,169.28,1.42,Pierre Gasly GAS
2023,Japan,27,1.1,1.6,14,0,18,27.29,42.32,1012.93,0,42.07,121.51,1.83,Nico Hulkenberg HUL
2023,Japan,20,1.0,1.6,15,0,15,27.29,42.32,1012.93,0,42.07,121.51,1.83,Kevin Magnussen MAG
2023,Japan,23,1.2,1.9,16,0,13,27.29,42.32,1012.93,0,42.07,121.51,1.83,Alexander Albon ALB
2023,Japan,18,1.0,1.9,16,0,17,27.29,42.32,1012.93,0,42.07,121.51,1.83,Lance Stroll STR
2023,Japan,11,1.3,1.8,16,0,5,27.29,42.32,1012.93,0,42.07,121.51,1.83,Sergio Perez PER
2023,Japan,77,1.5,1.6,16,0,16,27.29,42.32,1012.93,0,42.07,121.51,1.83,Valtteri Bottas BOT
2023,Japan,10,1.4,1.2,10,1,12,27.29,42.32,1012.93,0,42.07,121.51,1.83,Pierre Gasly GAS
2023,Japan,1,2.1,1.8,1,26,1,27.29,42.32,1012.93,0,42.07,121.51,1.83,Max Verstappen VER
2023,Japan,4,1.6,1.9,2,18,3,27.29,42.32,1012.93,0,42.07,121.51,1.83,Lando Norris NOR
2023,Japan,16,1.7,1.6,4,12,4,27.29,42.32,1012.93,0,42.07,121.51,1.83,Charles Leclerc LEC
2023,Japan,44,2.2,1.9,5,10,7,27.29,42.32,1012.93,0,42.07,121.51,1.83,Lewis Hamilton HAM
2023,Japan,55,1.6,1.6,6,8,6,27.29,42.32,1012.93,0,42.07,121.51,1.83,Carlos Sainz SAI
2023,Japan,63,1.8,1.9,7,6,8,27.29,42.32,1012.93,0,42.07,121.51,1.83,George Russell RUS
2023,Japan,14,1.2,1.9,8,4,10,27.29,42.32,1012.93,0,42.07,121.51,1.83,Fernando Alonso ALO
2023,Japan,31,1.4,1.2,9,2,14,27.29,42.32,1012.93,0,42.07,121.51,1.83,Esteban Ocon OCO
2023,Japan,24,0.9,1.6,13,0,19,27.29,42.32,1012.93,0,42.07,121.51,1.83,Zhou Guanyu ZHO
2023,Japan,22,1.0,1.7,12,0,9,27.29,42.32,1012.93,0,42.07,121.51,1.83,Yuki Tsunoda TSU
2023,Qatar,1,2.1,1.8,1,26,3,31.46,73.16,1009.77,0,36.93,203.58,0.89,Max Verstappen VER
2023,Qatar,44,2.2,1.9,18,0,12,31.46,73.16,1009.77,0,36.93,203.58,0.89,Lewis Hamilton HAM
2023,Qatar,63,1.8,1.9,4,12,4,31.46,73.16,1009.77,0,36.93,203.58,0.89,George Russell RUS
2023,Qatar,55,1.6,1.6,18,0,5,31.46,73.16,1009.77,0,36.93,203.58,0.89,Carlos Sainz SAI
2023,Qatar,16,1.7,1.6,5,10,6,31.46,73.16,1009.77,0,36.93,203.58,0.89,Charles Leclerc LEC
2023,Qatar,14,1.2,1.9,6,8,9,31.46,73.16,1009.77,0,36.93,203.58,0.89,Fernando Alonso ALO
